farmid,flockid,cycle,weekid,week,nb_chicken,feed_intake_kg_bird_week,Weight_kg_bird_week,kg_total_chicken,no_feed,code,feedname,company,form,stage,species,no_anti,option,no_option,option_order,anti_name,concentration,amount_anti_mg/kg/week
75-010,75-010_1,1,75-010_1_9,9,264,0.374,0.83,219.12,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_9,9,264,0.374,0.83,219.12,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.253012048
75-010,75-010_1,1,75-010_1_10,10,260,0.402,0.91,236.6,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_11,11,240,0.423,1,240,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_12,12,220,0.444,1.14,250.8,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_13,13,220,0.464,1.32,290.4,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_14,14,220,0.485,1.4,308,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_15,15,220,0.513,1.42,312.4,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_16,16,220,0.534,1.51,332.2,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_17,17,160,0.547,1.56,249.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_18,18,100,0.561,1.6,160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-010,75-010_1,1,75-010_1_19,19,50,0.568,1.69,84.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-011,75-011_1,1,75-011_1_1,1,102,0.077,0.05,5.1,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-011,75-011_1,1,75-011_1_2,2,102,0.139,0.09,9.18,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-011,75-011_1,1,75-011_1_3,3,102,0.193,0.25,25.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-011,75-011_1,1,75-011_1_4,4,100,0.246,0.43,43,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-011,75-011_1,1,75-011_1_5,5,100,0.293,0.53,53,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-011,75-011_1,1,75-011_1_6,6,94,0.309,0.63,59.22,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-011,75-011_1,1,75-011_1_7,7,94,0.319,0.69,64.86,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-011,75-011_1,1,75-011_1_8,8,94,0.347,0.74,69.56,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-011,75-011_1,1,75-011_1_9,9,94,0.374,0.83,78.02,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-011,75-011_1,1,75-011_1_10,10,94,0.402,0.91,85.54,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-011,75-011_1,1,75-011_1_11,11,94,0.423,1,94,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-011,75-011_1,1,75-011_1_12,12,94,0.444,1.14,107.16,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-011,75-011_1,1,75-011_1_13,13,94,0.464,1.32,124.08,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-011,75-011_1,1,75-011_1_14,14,94,0.485,1.4,131.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-011,75-011_1,1,75-011_1_15,15,80,0.513,1.42,113.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-011,75-011_1,1,75-011_1_16,16,50,0.534,1.51,75.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-011,75-011_2,2,75-011_2_1,1,300,0.077,0.05,15,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-011,75-011_2,2,75-011_2_2,2,300,0.139,0.09,27,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-011,75-011_2,2,75-011_2_3,3,300,0.193,0.25,75,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-011,75-011_2,2,75-011_2_4,4,296,0.246,0.43,127.28,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-011,75-011_2,2,75-011_2_5,5,296,0.293,0.53,156.88,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-011,75-011_2,2,75-011_2_5,5,296,0.293,0.53,156.88,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.764150943
75-011,75-011_2,2,75-011_2_6,6,296,0.309,0.63,186.48,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,2.452380952
75-011,75-011_2,2,75-011_2_6,6,296,0.309,0.63,186.48,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.452380952
75-011,75-011_2,2,75-011_2_7,7,296,0.319,0.69,204.24,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-011,75-011_2,2,75-011_2_8,8,296,0.347,0.74,219.04,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-011,75-011_2,2,75-011_2_9,9,296,0.374,0.83,245.68,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-011,75-011_2,2,75-011_2_10,10,296,0.402,0.91,269.36,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_10,10,296,0.402,0.91,269.36,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.208791209
75-011,75-011_2,2,75-011_2_11,11,296,0.423,1,296,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_11,11,296,0.423,1,296,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,2.115
75-011,75-011_2,2,75-011_2_12,12,296,0.444,1.14,337.44,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_12,12,296,0.444,1.14,337.44,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.947368421
75-011,75-011_2,2,75-011_2_13,13,296,0.464,1.32,390.72,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_13,13,296,0.464,1.32,390.72,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.757575758
75-011,75-011_2,2,75-011_2_14,14,296,0.485,1.4,414.4,2,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_14,14,296,0.485,1.4,414.4,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,1.732142857
75-011,75-011_2,2,75-011_2_15,15,296,0.513,1.42,420.32,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_16,16,296,0.534,1.51,446.96,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_17,17,296,0.547,1.56,461.76,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_18,18,296,0.561,1.6,473.6,1,FE003,COMFEED 623,JAPFA,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-011,75-011_2,2,75-011_2_19,19,196,0.568,1.69,331.24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-012,75-012_1,1,75-012_1_1,1,204,0.077,0.05,10.2,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,77
75-012,75-012_1,1,75-012_1_2,2,200,0.139,0.09,18,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,77.22222222
75-012,75-012_1,1,75-012_1_3,3,200,0.193,0.25,50,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,38.6
75-012,75-012_1,1,75-012_1_4,4,200,0.246,0.43,86,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,28.60465116
75-012,75-012_1,1,75-012_1_5,5,200,0.293,0.53,106,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,27.64150943
75-012,75-012_1,1,75-012_1_6,6,200,0.309,0.63,126,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,24.52380952
75-012,75-012_1,1,75-012_1_7,7,200,0.319,0.69,138,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.11594203
75-012,75-012_1,1,75-012_1_8,8,200,0.347,0.74,148,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.44594595
75-012,75-012_1,1,75-012_1_9,9,200,0.374,0.83,166,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.53012048
75-012,75-012_1,1,75-012_1_10,10,200,0.402,0.91,182,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.08791209
75-012,75-012_1,1,75-012_1_11,11,152,0.423,1,152,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,21.15
75-012,75-012_2,2,75-012_2_1,1,500,0.077,0.05,25,1,FE037,DR.NUPAK 6230,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,77
75-012,75-012_2,2,75-012_2_2,2,500,0.139,0.09,45,1,FE037,DR.NUPAK 6230,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,77.22222222
75-012,75-012_2,2,75-012_2_3,3,500,0.193,0.25,125,1,FE037,DR.NUPAK 6230,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,38.6
75-012,75-012_2,2,75-012_2_4,4,500,0.246,0.43,215,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,28.60465116
75-012,75-012_2,2,75-012_2_5,5,500,0.293,0.53,265,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,27.64150943
75-012,75-012_2,2,75-012_2_6,6,500,0.309,0.63,315,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,24.52380952
75-012,75-012_2,2,75-012_2_7,7,500,0.319,0.69,345,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.11594203
75-012,75-012_2,2,75-012_2_8,8,470,0.347,0.74,347.8,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.44594595
75-012,75-012_2,2,75-012_2_9,9,440,0.374,0.83,365.2,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.53012048
75-012,75-012_2,2,75-012_2_10,10,440,0.402,0.91,400.4,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.08791209
75-012,75-012_2,2,75-012_2_11,11,440,0.423,1,440,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,21.15
75-012,75-012_2,2,75-012_2_12,12,430,0.444,1.14,490.2,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,19.47368421
75-012,75-012_2,2,75-012_2_13,13,430,0.464,1.32,567.6,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,17.57575758
75-012,75-012_2,2,75-012_2_14,14,400,0.485,1.4,560,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,17.32142857
75-012,75-012_2,2,75-012_2_15,15,370,0.513,1.42,525.4,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,18.06338028
75-012,75-012_2,2,75-012_2_16,16,250,0.534,1.51,377.5,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,17.68211921
75-012,75-012_2,2,75-012_2_17,17,180,0.547,1.56,280.8,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,17.53205128
75-012,75-012_2,2,75-012_2_18,18,60,0.561,1.6,96,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,17.53125
75-012,75-012_2,2,75-012_2_19,19,60,0.568,1.69,101.4,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,16.80473373
75-012,75-012_3,3,75-012_3_1,1,200,0.077,0.05,10,1,FE037,DR.NUPAK 6230,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,77
75-012,75-012_3,3,75-012_3_2,2,200,0.139,0.09,18,1,FE037,DR.NUPAK 6230,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,77.22222222
75-012,75-012_3,3,75-012_3_3,3,200,0.193,0.25,50,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,38.6
75-012,75-012_3,3,75-012_3_4,4,200,0.246,0.43,86,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,28.60465116
75-012,75-012_3,3,75-012_3_5,5,200,0.293,0.53,106,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,27.64150943
75-012,75-012_3,3,75-012_3_6,6,200,0.309,0.63,126,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,24.52380952
75-012,75-012_3,3,75-012_3_7,7,195,0.319,0.69,134.55,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.11594203
75-012,75-012_3,3,75-012_3_8,8,195,0.347,0.74,144.3,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,23.44594595
75-012,75-012_3,3,75-012_3_9,9,195,0.374,0.83,161.85,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.53012048
75-012,75-012_3,3,75-012_3_10,10,180,0.402,0.91,163.8,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,22.08791209
75-012,75-012_3,3,75-012_3_11,11,180,0.423,1,180,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,21.15
75-012,75-012_3,3,75-012_3_12,12,180,0.444,1.14,205.2,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,19.47368421
75-012,75-012_3,3,75-012_3_13,13,173,0.464,1.32,228.36,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,17.57575758
75-012,75-012_3,3,75-012_3_14,14,153,0.485,1.4,214.2,1,FE007,Dr.Nupar 6320,ANT (LA),P,Brooding ,Chicken,1,0,0,1,chlortetracycline,50,17.32142857
75-012,75-012_3,3,75-012_3_15,15,121,0.513,1.42,171.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-012,75-012_4,4,75-012_4_1,1,400,0.077,0.05,20,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-012,75-012_4,4,75-012_4_2,2,400,0.139,0.09,36,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-012,75-012_4,4,75-012_4_3,3,400,0.193,0.25,100,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,7.72
75-012,75-012_4,4,75-012_4_4,4,400,0.246,0.43,172,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-012,75-012_4,4,75-012_4_5,5,395,0.293,0.53,209.35,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-012,75-012_4,4,75-012_4_6,6,350,0.309,0.63,220.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-012,75-012_4,4,75-012_4_7,7,350,0.319,0.69,241.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-012,75-012_4,4,75-012_4_8,8,350,0.347,0.74,259,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-012,75-012_4,4,75-012_4_9,9,350,0.374,0.83,290.5,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-012,75-012_4,4,75-012_4_10,10,330,0.402,0.91,300.3,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-012,75-012_4,4,75-012_4_11,11,330,0.423,1,330,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-012,75-012_4,4,75-012_4_12,12,330,0.444,1.14,376.2,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-012,75-012_4,4,75-012_4_13,13,330,0.464,1.32,435.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-012,75-012_4,4,75-012_4_14,14,305,0.485,1.4,427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-012,75-012_5,5,75-012_5_1,1,400,0.077,0.05,20,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-012,75-012_5,5,75-012_5_2,2,370,0.139,0.09,33.3,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-012,75-012_5,5,75-012_5_3,3,370,0.193,0.25,92.5,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,7.72
75-012,75-012_5,5,75-012_5_4,4,360,0.246,0.43,154.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-012,75-012_5,5,75-012_5_5,5,360,0.293,0.53,190.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-012,75-012_5,5,75-012_5_6,6,360,0.309,0.63,226.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-012,75-012_5,5,75-012_5_7,7,360,0.319,0.69,248.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-012,75-012_5,5,75-012_5_8,8,360,0.347,0.74,266.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-012,75-012_5,5,75-012_5_9,9,360,0.374,0.83,298.8,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-012,75-012_5,5,75-012_5_10,10,360,0.402,0.91,327.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-012,75-012_5,5,75-012_5_11,11,355,0.423,1,355,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-012,75-012_5,5,75-012_5_12,12,355,0.444,1.14,404.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-012,75-012_5,5,75-012_5_13,13,339,0.464,1.32,447.48,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-012,75-012_5,5,75-012_5_14,14,331,0.485,1.4,463.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-012,75-012_5,5,75-012_5_15,15,331,0.513,1.42,470.02,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-012,75-012_5,5,75-012_5_16,16,317,0.534,1.51,478.67,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-012,75-012_6,6,75-012_6_1,1,600,0.077,0.05,30,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-012,75-012_6,6,75-012_6_2,2,600,0.139,0.09,54,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-012,75-012_6,6,75-012_6_3,3,595,0.193,0.25,148.75,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,7.72
75-012,75-012_6,6,75-012_6_4,4,595,0.246,0.43,255.85,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-012,75-012_6,6,75-012_6_5,5,590,0.293,0.53,312.7,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
75-012,75-012_6,6,75-012_6_6,6,540,0.309,0.63,340.2,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.904761905
75-012,75-012_6,6,75-012_6_7,7,540,0.319,0.69,372.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.623188406
75-012,75-012_6,6,75-012_6_8,8,540,0.347,0.74,399.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.689189189
75-012,75-012_6,6,75-012_6_9,9,540,0.374,0.83,448.2,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.506024096
75-012,75-012_6,6,75-012_6_10,10,540,0.402,0.91,491.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.417582418
75-012,75-012_6,6,75-012_6_11,11,540,0.423,1,540,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,4.23
75-012,75-012_6,6,75-012_6_12,12,535,0.444,1.14,609.9,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.894736842
75-012,75-012_6,6,75-012_6_13,13,530,0.464,1.32,699.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.515151515
75-012,75-012_6,6,75-012_6_14,14,530,0.485,1.4,742,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.464285714
75-012,75-012_6,6,75-012_6_15,15,520,0.513,1.42,738.4,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.612676056
75-012,75-012_6,6,75-012_6_16,16,490,0.534,1.51,739.9,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.536423841
75-012,75-012_6,6,75-012_6_17,17,456,0.547,1.56,711.36,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.506410256
75-012,75-012_6,6,75-012_6_18,18,456,0.561,1.6,729.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.50625
75-012,75-012_7,7,75-012_7_1,1,600,0.077,0.05,30,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.4
75-012,75-012_7,7,75-012_7_2,2,600,0.139,0.09,54,1,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,15.44444444
75-012,75-012_7,7,75-012_7_3,3,590,0.193,0.25,147.5,2,FE001,COMFEED 621,JAPFA,C,Brooding ,Chicken,1,0,0,1,enramycin,10,3.86
75-012,75-012_7,7,75-012_7_3,3,590,0.193,0.25,147.5,2,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,3.86
75-012,75-012_7,7,75-012_7_4,4,570,0.246,0.43,245.1,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.720930233
75-012,75-012_7,7,75-012_7_5,5,520,0.293,0.53,275.6,1,FE004,COMFEED 622X,JAPFA,P,Growing ,Chicken,1,0,0,1,enramycin,10,5.528301887
