farmid,flockid,cycle,weekid,week,nb_chicken,feed_intake_kg_bird_week,Weight_kg_bird_week,kg_total_chicken,no_feed,code,feedname,company,form,stage,species,no_anti,option,no_option,option_order,anti_name,concentration,amount_anti_mg/kg/week
75-074,75-074_2,2,75-074_2_8,8,186,0.347,0.74,137.64,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_9,9,186,0.374,0.83,154.38,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_10,10,186,0.402,0.91,169.26,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_11,11,186,0.423,1,186,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_12,12,186,0.444,1.14,212.04,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_13,13,186,0.464,1.32,245.52,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_14,14,184,0.485,1.4,257.6,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_15,15,184,0.513,1.42,261.28,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_16,16,114,0.534,1.51,172.14,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_2,2,75-074_2_17,17,24,0.547,1.56,37.44,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_3,3,75-074_3_1,1,305,0.077,0.05,15.25,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,1,bacitracin,125,192.5
75-074,75-074_3,3,75-074_3_1,1,305,0.077,0.05,15.25,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,2,enramycin,10,15.4
75-074,75-074_3,3,75-074_3_1,1,305,0.077,0.05,15.25,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,3,avilamycin,15,23.1
75-074,75-074_3,3,75-074_3_1,1,305,0.077,0.05,15.25,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,4,flavomycin,2,3.08
75-074,75-074_3,3,75-074_3_2,2,300,0.139,0.09,27,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,1,bacitracin,125,193.0555556
75-074,75-074_3,3,75-074_3_2,2,300,0.139,0.09,27,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,2,enramycin,10,15.44444444
75-074,75-074_3,3,75-074_3_2,2,300,0.139,0.09,27,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,3,avilamycin,15,23.16666667
75-074,75-074_3,3,75-074_3_2,2,300,0.139,0.09,27,1,FE074,HI-GRO 510M,CP,C,Brooding ,Chicken,1,1,4,4,flavomycin,2,3.088888889
75-074,75-074_3,3,75-074_3_3,3,300,0.193,0.25,75,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,96.5
75-074,75-074_3,3,75-074_3_3,3,300,0.193,0.25,75,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,7.72
75-074,75-074_3,3,75-074_3_3,3,300,0.193,0.25,75,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,11.58
75-074,75-074_3,3,75-074_3_3,3,300,0.193,0.25,75,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,1.544
75-074,75-074_3,3,75-074_3_4,4,296,0.246,0.43,127.28,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,71.51162791
75-074,75-074_3,3,75-074_3_4,4,296,0.246,0.43,127.28,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,5.720930233
75-074,75-074_3,3,75-074_3_4,4,296,0.246,0.43,127.28,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,8.581395349
75-074,75-074_3,3,75-074_3_4,4,296,0.246,0.43,127.28,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,1.144186047
75-074,75-074_3,3,75-074_3_5,5,294,0.293,0.53,155.82,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,69.10377358
75-074,75-074_3,3,75-074_3_5,5,294,0.293,0.53,155.82,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,5.528301887
75-074,75-074_3,3,75-074_3_5,5,294,0.293,0.53,155.82,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,8.29245283
75-074,75-074_3,3,75-074_3_5,5,294,0.293,0.53,155.82,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,1.105660377
75-074,75-074_3,3,75-074_3_6,6,294,0.309,0.63,185.22,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,61.30952381
75-074,75-074_3,3,75-074_3_6,6,294,0.309,0.63,185.22,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,4.904761905
75-074,75-074_3,3,75-074_3_6,6,294,0.309,0.63,185.22,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,7.357142857
75-074,75-074_3,3,75-074_3_6,6,294,0.309,0.63,185.22,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,0.980952381
75-074,75-074_3,3,75-074_3_7,7,294,0.319,0.69,202.86,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,57.78985507
75-074,75-074_3,3,75-074_3_7,7,294,0.319,0.69,202.86,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,4.623188406
75-074,75-074_3,3,75-074_3_7,7,294,0.319,0.69,202.86,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,6.934782609
75-074,75-074_3,3,75-074_3_7,7,294,0.319,0.69,202.86,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,0.924637681
75-074,75-074_3,3,75-074_3_8,8,294,0.347,0.74,217.56,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,58.61486486
75-074,75-074_3,3,75-074_3_8,8,294,0.347,0.74,217.56,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,4.689189189
75-074,75-074_3,3,75-074_3_8,8,294,0.347,0.74,217.56,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,7.033783784
75-074,75-074_3,3,75-074_3_8,8,294,0.347,0.74,217.56,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,0.937837838
75-074,75-074_3,3,75-074_3_9,9,294,0.374,0.83,244.02,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,56.3253012
75-074,75-074_3,3,75-074_3_9,9,294,0.374,0.83,244.02,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,4.506024096
75-074,75-074_3,3,75-074_3_9,9,294,0.374,0.83,244.02,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,6.759036145
75-074,75-074_3,3,75-074_3_9,9,294,0.374,0.83,244.02,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,0.901204819
75-074,75-074_3,3,75-074_3_10,10,290,0.402,0.91,263.9,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,1,bacitracin,125,55.21978022
75-074,75-074_3,3,75-074_3_10,10,290,0.402,0.91,263.9,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,2,enramycin,10,4.417582418
75-074,75-074_3,3,75-074_3_10,10,290,0.402,0.91,263.9,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,3,avilamycin,15,6.626373626
75-074,75-074_3,3,75-074_3_10,10,290,0.402,0.91,263.9,1,FE066,HI-GRO 511M,CP,P,Growing ,Chicken,1,1,4,4,flavomycin,2,0.883516484
75-074,75-074_3,3,75-074_3_11,11,288,0.423,1,288,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_3,3,75-074_3_12,12,288,0.444,1.14,328.32,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_3,3,75-074_3_13,13,176,0.464,1.32,232.32,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_1,1,304,0.077,0.05,15.2,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-074,75-074_4,4,75-074_4_2,2,290,0.139,0.09,26.1,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-074,75-074_4,4,75-074_4_3,3,290,0.193,0.25,72.5,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-074,75-074_4,4,75-074_4_4,4,290,0.246,0.43,124.7,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_5,5,290,0.293,0.53,153.7,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,16.58490566
75-074,75-074_4,4,75-074_4_6,6,285,0.309,0.63,179.55,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,14.71428571
75-074,75-074_4,4,75-074_4_7,7,285,0.319,0.69,196.65,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_8,8,285,0.347,0.74,210.9,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_9,9,285,0.374,0.83,236.55,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,13.51807229
75-074,75-074_4,4,75-074_4_10,10,285,0.402,0.91,259.35,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_11,11,28,0.423,1,28,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_12,12,28,0.444,1.14,31.92,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_13,13,28,0.464,1.32,36.96,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-074,75-074_4,4,75-074_4_14,14,28,0.485,1.4,39.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-075,75-075_1,1,75-075_1_1,1,202,0.077,0.05,10.1,1,FE027,NU RI N2211 ,UNI-PERSIDENT,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-075,75-075_1,1,75-075_1_2,2,198,0.139,0.09,17.82,1,FE027,NU RI N2211 ,UNI-PERSIDENT,C,Brooding ,Chicken,0,NA,NA,NA,NA,NA,NA
75-075,75-075_1,1,75-075_1_3,3,198,0.193,0.25,49.5,1,FE023,DE HEUS 6630,DE HEUS,C,Brooding ,Chicken,1,0,,1,enramycin,10,7.72
75-075,75-075_1,1,75-075_1_4,4,198,0.246,0.43,85.14,1,FE023,DE HEUS 6630,DE HEUS,C,Brooding ,Chicken,1,0,,1,enramycin,10,5.720930233
75-075,75-075_1,1,75-075_1_5,5,198,0.293,0.53,104.94,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,5.528301887
75-075,75-075_1,1,75-075_1_5,5,198,0.293,0.53,104.94,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,27.64150943
75-075,75-075_1,1,75-075_1_5,5,198,0.293,0.53,104.94,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,5.528301887
75-075,75-075_1,1,75-075_1_5,5,198,0.293,0.53,104.94,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,5.528301887
75-075,75-075_1,1,75-075_1_6,6,198,0.309,0.63,124.74,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.904761905
75-075,75-075_1,1,75-075_1_6,6,198,0.309,0.63,124.74,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,24.52380952
75-075,75-075_1,1,75-075_1_6,6,198,0.309,0.63,124.74,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.904761905
75-075,75-075_1,1,75-075_1_6,6,198,0.309,0.63,124.74,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.904761905
75-075,75-075_1,1,75-075_1_7,7,197,0.319,0.69,135.93,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.623188406
75-075,75-075_1,1,75-075_1_7,7,197,0.319,0.69,135.93,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,23.11594203
75-075,75-075_1,1,75-075_1_7,7,197,0.319,0.69,135.93,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.623188406
75-075,75-075_1,1,75-075_1_7,7,197,0.319,0.69,135.93,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.623188406
75-075,75-075_1,1,75-075_1_8,8,187,0.347,0.74,138.38,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.689189189
75-075,75-075_1,1,75-075_1_8,8,187,0.347,0.74,138.38,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,23.44594595
75-075,75-075_1,1,75-075_1_8,8,187,0.347,0.74,138.38,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.689189189
75-075,75-075_1,1,75-075_1_8,8,187,0.347,0.74,138.38,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.689189189
75-075,75-075_1,1,75-075_1_9,9,182,0.374,0.83,151.06,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.506024096
75-075,75-075_1,1,75-075_1_9,9,182,0.374,0.83,151.06,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,22.53012048
75-075,75-075_1,1,75-075_1_9,9,182,0.374,0.83,151.06,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.506024096
75-075,75-075_1,1,75-075_1_9,9,182,0.374,0.83,151.06,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.506024096
75-075,75-075_1,1,75-075_1_10,10,182,0.402,0.91,165.62,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,1,avilamycin,10,4.417582418
75-075,75-075_1,1,75-075_1_10,10,182,0.402,0.91,165.62,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,2,bacitracin,50,22.08791209
75-075,75-075_1,1,75-075_1_10,10,182,0.402,0.91,165.62,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,3,enramycin,10,4.417582418
75-075,75-075_1,1,75-075_1_10,10,182,0.402,0.91,165.62,1,FE026,STAR FEED GT 12B,CP,P,Finishing,Chicken,1,1,4,4,flavomycin,10,4.417582418
75-076,75-076_1,1,75-076_1_1,1,104,0.077,0.05,5.2,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-076,75-076_1,1,75-076_1_2,2,103,0.139,0.09,9.27,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-076,75-076_1,1,75-076_1_3,3,103,0.193,0.25,25.75,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-076,75-076_1,1,75-076_1_4,4,103,0.246,0.43,44.29,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,17.1627907
75-076,75-076_1,1,75-076_1_5,5,103,0.293,0.53,54.59,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_6,6,103,0.309,0.63,64.89,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_7,7,103,0.319,0.69,71.07,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_8,8,103,0.347,0.74,76.22,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_9,9,101,0.374,0.83,83.83,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_10,10,101,0.402,0.91,91.91,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_11,11,101,0.423,1,101,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_12,12,101,0.444,1.14,115.14,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_13,13,101,0.464,1.32,133.32,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_14,14,101,0.485,1.4,141.4,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_15,15,101,0.513,1.42,143.42,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_16,16,86,0.534,1.51,129.86,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_1,1,75-076_1_17,17,38,0.547,1.56,59.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_1,1,102,0.077,0.05,5.1,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-076,75-076_2,2,75-076_2_2,2,101,0.139,0.09,9.09,1,FE020,1124 BROILER GROWER ,GREENFEED,P,Growing ,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_3,3,101,0.193,0.25,25.25,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-076,75-076_2,2,75-076_2_4,4,101,0.246,0.43,43.43,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,17.1627907
75-076,75-076_2,2,75-076_2_5,5,101,0.293,0.53,53.53,2,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,8.29245283
75-076,75-076_2,2,75-076_2_5,5,101,0.293,0.53,53.53,2,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_6,6,101,0.309,0.63,63.63,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_7,7,101,0.319,0.69,69.69,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_8,8,101,0.347,0.74,74.74,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_9,9,101,0.374,0.83,83.83,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_10,10,101,0.402,0.91,91.91,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_11,11,98,0.423,1,98,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_12,12,98,0.444,1.14,111.72,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_13,13,98,0.464,1.32,129.36,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_14,14,82,0.485,1.4,114.8,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_2,2,75-076_2_15,15,49,0.513,1.42,69.58,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_1,1,154,0.077,0.05,7.7,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-076,75-076_3,3,75-076_3_2,2,154,0.139,0.09,13.86,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-076,75-076_3,3,75-076_3_3,3,153,0.193,0.25,38.25,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,23.16
75-076,75-076_3,3,75-076_3_4,4,151,0.246,0.43,64.93,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,17.1627907
75-076,75-076_3,3,75-076_3_4,4,151,0.246,0.43,64.93,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,17.1627907
75-076,75-076_3,3,75-076_3_5,5,150,0.293,0.53,79.5,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,16.58490566
75-076,75-076_3,3,75-076_3_6,6,149,0.309,0.63,93.87,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_7,7,145,0.319,0.69,100.05,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_8,8,145,0.347,0.74,107.3,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_9,9,144,0.374,0.83,119.52,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_10,10,144,0.402,0.91,131.04,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_11,11,144,0.423,1,144,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_12,12,143,0.444,1.14,163.02,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_13,13,143,0.464,1.32,188.76,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_14,14,143,0.485,1.4,200.2,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_3,3,75-076_3_15,15,62,0.513,1.42,88.04,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_1,1,103,0.077,0.05,5.15,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.2
75-076,75-076_4,4,75-076_4_2,2,101,0.139,0.09,9.09,1,FE019,GROMAX G28,AFIEX,C,Brooding ,Chicken,1,0,,1,bacitracin,30,46.33333333
75-076,75-076_4,4,75-076_4_3,3,99,0.193,0.25,24.75,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_4,4,99,0.246,0.43,42.57,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_5,5,99,0.293,0.53,52.47,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_6,6,99,0.309,0.63,62.37,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_7,7,99,0.319,0.69,68.31,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_8,8,99,0.347,0.74,73.26,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_9,9,99,0.374,0.83,82.17,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_10,10,99,0.402,0.91,90.09,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_11,11,99,0.423,1,99,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
75-076,75-076_4,4,75-076_4_12,12,98,0.444,1.14,111.72,1,FE018,GROMAX G38,AFIEX,P,Finishing,Chicken,0,NA,NA,NA,NA,NA,NA
